customer_id,n_txn,alert_rate,ind01_score,ind01_pvalue,exclusivity_share,linked_cluster_id,ind02_score,ind03_04_score,claim_rate,total_score,priority_band
CUST00038,37,0.08108108108108109,0.0,,0.05405405405405406,16.0,0,0,0.0,0.0,Low
CUST00039,37,0.21621621621621623,0.0,,0.02702702702702703,4.0,0,0,0.0,0.0,Low
CUST00040,38,0.10526315789473684,0.0,,0.05263157894736842,5.0,0,0,0.02631578947368421,0.0,Low
CUST00041,34,0.058823529411764705,0.0,,0.029411764705882353,15.0,0,0,0.058823529411764705,0.0,Low
CUST00042,32,0.21875,0.0,,0.03125,2.0,0,0,0.09375,0.0,Low
CUST00043,23,0.17391304347826086,0.0,,0.043478260869565216,0.0,0,0,0.0,0.0,Low
CUST00044,31,0.0967741935483871,0.0,,0.03225806451612903,5.0,0,0,0.0,0.0,Low
CUST00045,29,0.1724137931034483,0.0,,0.034482758620689655,1.0,0,0,0.0,0.0,Low
CUST00046,39,0.1794871794871795,0.0,,0.10256410256410256,5.0,0,0,0.0,0.0,Low
CUST00047,39,0.1794871794871795,0.0,,0.02564102564102564,0.0,0,0,0.05128205128205128,0.0,Low
CUST00048,37,0.10810810810810811,0.0,,0.05405405405405406,9.0,0,0,0.02702702702702703,0.0,Low
CUST00017,36,0.25,0.0,,0.027777777777777776,0.0,0,0,0.1111111111111111,0.0,Low
CUST00018,24,0.20833333333333334,0.0,,0.041666666666666664,8.0,0,0,0.08333333333333333,0.0,Low
CUST00019,28,0.14285714285714285,0.0,,0.03571428571428571,2.0,0,0,0.03571428571428571,0.0,Low
CUST00020,38,0.18421052631578946,0.0,,0.05263157894736842,3.0,0,0,0.05263157894736842,0.0,Low
CUST00052,28,0.14285714285714285,0.0,,0.03571428571428571,0.0,0,0,0.03571428571428571,0.0,Low
CUST00051,28,0.14285714285714285,0.0,,0.07142857142857142,2.0,0,0,0.03571428571428571,0.0,Low
CUST00050,29,0.10344827586206896,0.0,,0.06896551724137931,16.0,0,0,0.0,0.0,Low
CUST00049,44,0.20454545454545456,0.0,,0.06818181818181818,0.0,0,0,0.022727272727272728,0.0,Low
CUST00057,29,0.06896551724137931,0.0,,0.034482758620689655,15.0,0,0,0.034482758620689655,0.0,Low
CUST00058,40,0.125,0.0,,0.025,4.0,0,0,0.075,0.0,Low
CUST00055,32,0.125,0.0,,0.0625,7.0,0,0,0.0625,0.0,Low
CUST00053,38,0.13157894736842105,0.0,,0.02631578947368421,1.0,0,0,0.02631578947368421,0.0,Low
CUST00061,32,0.125,0.0,,0.03125,4.0,0,0,0.09375,0.0,Low
CUST00062,43,0.13953488372093023,0.0,,0.023255813953488372,0.0,0,0,0.023255813953488372,0.0,Low
CUST00063,29,0.2413793103448276,0.0,,0.06896551724137931,5.0,0,0,0.034482758620689655,0.0,Low
CUST00064,35,0.22857142857142856,0.0,,0.05714285714285714,10.0,0,0,0.0,0.0,Low
CUST00065,44,0.13636363636363635,0.0,,0.022727272727272728,2.0,0,0,0.022727272727272728,0.0,Low
CUST00066,35,0.14285714285714285,0.0,,0.05714285714285714,8.0,0,0,0.0,0.0,Low
CUST00059,26,0.038461538461538464,0.0,,0.07692307692307693,0.0,0,0,0.0,0.0,Low
CUST00054,39,0.15384615384615385,0.0,,0.05128205128205128,0.0,0,0,0.05128205128205128,0.0,Low
CUST00068,32,0.03125,0.0,,0.0625,4.0,0,0,0.0625,0.0,Low
CUST00069,35,0.17142857142857143,0.0,,0.05714285714285714,2.0,0,0,0.05714285714285714,0.0,Low
CUST00071,48,0.16666666666666666,0.0,,0.020833333333333332,0.0,0,0,0.020833333333333332,0.0,Low
CUST00072,36,0.1111111111111111,0.0,,0.027777777777777776,0.0,0,0,0.05555555555555555,0.0,Low
CUST00073,39,0.20512820512820512,0.0,,0.07692307692307693,14.0,0,0,0.02564102564102564,0.0,Low
CUST00074,27,0.14814814814814814,0.0,,0.037037037037037035,0.0,0,0,0.07407407407407407,0.0,Low
CUST00075,36,0.08333333333333333,0.0,,0.05555555555555555,0.0,0,0,0.027777777777777776,0.0,Low
CUST00076,36,0.1388888888888889,0.0,,0.05555555555555555,2.0,0,0,0.027777777777777776,0.0,Low
CUST00077,39,0.15384615384615385,0.0,,0.05128205128205128,8.0,0,0,0.02564102564102564,0.0,Low
CUST00078,26,0.11538461538461539,0.0,,0.07692307692307693,13.0,0,0,0.0,0.0,Low
CUST00079,37,0.1891891891891892,0.0,,0.02702702702702703,6.0,0,0,0.02702702702702703,0.0,Low
CUST00080,29,0.1724137931034483,0.0,,0.0,,0,0,0.10344827586206896,0.0,Low
CUST00081,30,0.06666666666666667,0.0,,0.03333333333333333,1.0,0,0,0.03333333333333333,0.0,Low
CUST00082,31,0.16129032258064516,0.0,,0.03225806451612903,5.0,0,0,0.03225806451612903,0.0,Low
CUST00067,36,0.1111111111111111,0.0,,0.027777777777777776,5.0,0,0,0.027777777777777776,0.0,Low
CUST00056,29,0.0,0.0,,0.034482758620689655,3.0,0,0,0.10344827586206896,0.0,Low
CUST00084,36,0.1388888888888889,0.0,,0.05555555555555555,0.0,0,0,0.027777777777777776,0.0,Low
CUST00083,29,0.10344827586206896,0.0,,0.034482758620689655,5.0,0,0,0.034482758620689655,0.0,Low
CUST00087,28,0.25,0.0,,0.03571428571428571,1.0,0,0,0.07142857142857142,0.0,Low
CUST00086,34,0.17647058823529413,0.0,,0.058823529411764705,5.0,0,0,0.058823529411764705,0.0,Low
CUST00088,23,0.13043478260869565,0.0,,0.0,,0,0,0.043478260869565216,0.0,Low
CUST00090,26,0.0,0.0,,0.038461538461538464,3.0,0,0,0.0,0.0,Low
CUST00091,31,0.06451612903225806,0.0,,0.03225806451612903,4.0,0,0,0.0,0.0,Low
CUST00092,37,0.24324324324324326,0.0,,0.02702702702702703,1.0,0,0,0.0,0.0,Low
CUST00093,25,0.04,0.0,,0.04,0.0,0,0,0.0,0.0,Low
CUST00094,35,0.11428571428571428,0.0,,0.02857142857142857,0.0,0,0,0.0,0.0,Low
CUST00095,32,0.0625,0.0,,0.03125,2.0,0,0,0.03125,0.0,Low
CUST00096,37,0.16216216216216217,0.0,,0.05405405405405406,1.0,0,0,0.0,0.0,Low
CUST00097,28,0.14285714285714285,0.0,,0.03571428571428571,2.0,0,0,0.03571428571428571,0.0,Low
CUST00098,32,0.28125,0.0,,0.0625,1.0,0,0,0.03125,0.0,Low
CUST00099,34,0.058823529411764705,0.0,,0.029411764705882353,2.0,0,0,0.0,0.0,Low
CUST00100,30,0.23333333333333334,0.0,,0.03333333333333333,0.0,0,0,0.0,0.0,Low
CUST00101,29,0.1724137931034483,0.0,,0.034482758620689655,3.0,0,0,0.034482758620689655,0.0,Low
CUST00102,32,0.25,0.0,,0.03125,0.0,0,0,0.0625,0.0,Low
CUST00103,42,0.047619047619047616,0.0,,0.023809523809523808,1.0,0,0,0.023809523809523808,0.0,Low
CUST00104,48,0.10416666666666667,0.0,,0.020833333333333332,0.0,0,0,0.0,0.0,Low
CUST00105,31,0.0967741935483871,0.0,,0.03225806451612903,1.0,0,0,0.03225806451612903,0.0,Low
CUST00106,38,0.13157894736842105,0.0,,0.02631578947368421,0.0,0,0,0.0,0.0,Low
CUST00107,27,0.2222222222222222,0.0,,0.037037037037037035,0.0,0,0,0.037037037037037035,0.0,Low
CUST00108,41,0.14634146341463414,0.0,,0.04878048780487805,0.0,0,0,0.0,0.0,Low
CUST00109,40,0.225,0.0,,0.05,12.0,0,0,0.025,0.0,Low
CUST00110,32,0.15625,0.0,,0.03125,11.0,0,0,0.0,0.0,Low
CUST00111,25,0.24,0.0,,0.04,0.0,0,0,0.04,0.0,Low
CUST00112,30,0.1,0.0,,0.06666666666666667,3.0,0,0,0.0,0.0,Low
CUST00113,37,0.08108108108108109,0.0,,0.05405405405405406,5.0,0,0,0.0,0.0,Low
CUST00114,22,0.09090909090909091,0.0,,0.045454545454545456,0.0,0,0,0.0,0.0,Low
CUST00115,33,0.2727272727272727,0.0,,0.030303030303030304,3.0,0,0,0.06060606060606061,0.0,Low
CUST00060,31,0.16129032258064516,0.0,,0.03225806451612903,1.0,0,0,0.06451612903225806,0.0,Low
CUST00116,26,0.11538461538461539,0.0,,0.07692307692307693,16.0,0,0,0.038461538461538464,0.0,Low
CUST00117,33,0.09090909090909091,0.0,,0.030303030303030304,1.0,0,0,0.12121212121212122,0.0,Low
CUST00119,39,0.20512820512820512,0.0,,0.02564102564102564,0.0,0,0,0.0,0.0,Low
CUST00118,29,0.2413793103448276,0.0,,0.034482758620689655,0.0,0,0,0.06896551724137931,0.0,Low
CUST00121,30,0.23333333333333334,0.0,,0.06666666666666667,15.0,0,0,0.0,0.0,Low
CUST00122,32,0.21875,0.0,,0.0625,3.0,0,0,0.0,0.0,Low
CUST00123,34,0.20588235294117646,0.0,,0.029411764705882353,0.0,0,0,0.029411764705882353,0.0,Low
CUST00120,36,0.19444444444444445,0.0,,0.05555555555555555,5.0,0,0,0.05555555555555555,0.0,Low
CUST00125,36,0.1388888888888889,0.0,,0.05555555555555555,7.0,0,0,0.027777777777777776,0.0,Low
CUST00126,38,0.07894736842105263,0.0,,0.05263157894736842,16.0,0,0,0.0,0.0,Low
CUST00127,45,0.1111111111111111,0.0,,0.044444444444444446,15.0,0,0,0.022222222222222223,0.0,Low
CUST00128,32,0.15625,0.0,,0.0625,15.0,0,0,0.03125,0.0,Low
CUST00129,33,0.09090909090909091,0.0,,0.06060606060606061,7.0,0,0,0.030303030303030304,0.0,Low
CUST00130,28,0.10714285714285714,0.0,,0.03571428571428571,0.0,0,0,0.07142857142857142,0.0,Low
CUST00131,43,0.23255813953488372,0.0,,0.046511627906976744,14.0,0,0,0.023255813953488372,0.0,Low
CUST00124,31,0.1935483870967742,0.0,,0.0967741935483871,9.0,0,0,0.0,0.0,Low
CUST00132,32,0.25,0.0,,0.0625,11.0,0,0,0.0,0.0,Low
CUST00133,40,0.2,0.0,,0.05,7.0,0,0,0.025,0.0,Low
CUST00134,39,0.10256410256410256,0.0,,0.05128205128205128,0.0,0,0,0.05128205128205128,0.0,Low
CUST00136,30,0.2,0.0,,0.06666666666666667,0.0,0,0,0.0,0.0,Low
CUST00137,31,0.06451612903225806,0.0,,0.06451612903225806,16.0,0,0,0.0,0.0,Low
CUST00138,29,0.13793103448275862,0.0,,0.06896551724137931,5.0,0,0,0.0,0.0,Low
CUST00139,32,0.09375,0.0,,0.03125,3.0,0,0,0.0,0.0,Low
CUST00140,37,0.21621621621621623,0.0,,0.02702702702702703,2.0,0,0,0.0,0.0,Low
CUST00141,37,0.10810810810810811,0.0,,0.02702702702702703,0.0,0,0,0.02702702702702703,0.0,Low
CUST00142,40,0.0,0.0,,0.025,0.0,0,0,0.05,0.0,Low
CUST00143,43,0.046511627906976744,0.0,,0.046511627906976744,1.0,0,0,0.0,0.0,Low
CUST00144,32,0.09375,0.0,,0.03125,5.0,0,0,0.03125,0.0,Low
CUST00145,28,0.17857142857142858,0.0,,0.03571428571428571,1.0,0,0,0.10714285714285714,0.0,Low
CUST00146,32,0.21875,0.0,,0.0625,5.0,0,0,0.0,0.0,Low
CUST00147,33,0.15151515151515152,0.0,,0.030303030303030304,8.0,0,0,0.0,0.0,Low
CUST00148,20,0.0,0.0,,0.05,10.0,0,0,0.0,0.0,Low
CUST00149,30,0.1,0.0,,0.03333333333333333,2.0,0,0,0.0,0.0,Low
CUST00150,25,0.12,0.0,,0.08,0.0,0,0,0.0,0.0,Low
CUST00151,33,0.21212121212121213,0.0,,0.06060606060606061,0.0,0,0,0.0,0.0,Low
CUST00152,32,0.15625,0.0,,0.03125,9.0,0,0,0.0,0.0,Low
CUST00153,30,0.16666666666666666,0.0,,0.03333333333333333,3.0,0,0,0.03333333333333333,0.0,Low
CUST00154,37,0.21621621621621623,0.0,,0.02702702702702703,0.0,0,0,0.0,0.0,Low
CUST00155,27,0.18518518518518517,0.0,,0.07407407407407407,3.0,0,0,0.07407407407407407,0.0,Low
CUST00156,32,0.0625,0.0,,0.0625,2.0,0,0,0.0625,0.0,Low
CUST00157,27,0.1111111111111111,0.0,,0.07407407407407407,10.0,0,0,0.037037037037037035,0.0,Low
CUST00158,31,0.12903225806451613,0.0,,0.03225806451612903,10.0,0,0,0.0967741935483871,0.0,Low
CUST00159,31,0.0967741935483871,0.0,,0.03225806451612903,5.0,0,0,0.0,0.0,Low
CUST00160,35,0.14285714285714285,0.0,,0.08571428571428572,5.0,0,0,0.05714285714285714,0.0,Low
CUST00161,23,0.2608695652173913,0.0,,0.08695652173913043,8.0,0,0,0.043478260869565216,0.0,Low
CUST00162,39,0.1794871794871795,0.0,,0.02564102564102564,0.0,0,0,0.02564102564102564,0.0,Low
CUST00163,29,0.10344827586206896,0.0,,0.034482758620689655,0.0,0,0,0.034482758620689655,0.0,Low
CUST00164,41,0.1951219512195122,0.0,,0.04878048780487805,7.0,0,0,0.0,0.0,Low
CUST00165,29,0.1724137931034483,0.0,,0.034482758620689655,1.0,0,0,0.10344827586206896,0.0,Low
CUST00166,28,0.07142857142857142,0.0,,0.03571428571428571,5.0,0,0,0.03571428571428571,0.0,Low
CUST00167,40,0.225,0.0,,0.025,3.0,0,0,0.1,0.0,Low
CUST00168,32,0.1875,0.0,,0.03125,2.0,0,0,0.0,0.0,Low
CUST00169,31,0.16129032258064516,0.0,,0.06451612903225806,15.0,0,0,0.0,0.0,Low
CUST00170,35,0.2,0.0,,0.05714285714285714,1.0,0,0,0.08571428571428572,0.0,Low
CUST00171,38,0.13157894736842105,0.0,,0.05263157894736842,11.0,0,0,0.0,0.0,Low
CUST00172,34,0.14705882352941177,0.0,,0.029411764705882353,10.0,0,0,0.0,0.0,Low
CUST00173,36,0.19444444444444445,0.0,,0.05555555555555555,7.0,0,0,0.0,0.0,Low
CUST00174,27,0.18518518518518517,0.0,,0.037037037037037035,0.0,0,0,0.037037037037037035,0.0,Low
CUST00175,39,0.1794871794871795,0.0,,0.02564102564102564,3.0,0,0,0.02564102564102564,0.0,Low
CUST00176,42,0.19047619047619047,0.0,,0.047619047619047616,8.0,0,0,0.023809523809523808,0.0,Low
CUST00177,36,0.16666666666666666,0.0,,0.05555555555555555,0.0,0,0,0.08333333333333333,0.0,Low
CUST00178,37,0.13513513513513514,0.0,,0.05405405405405406,3.0,0,0,0.0,0.0,Low
CUST00179,30,0.06666666666666667,0.0,,0.06666666666666667,2.0,0,0,0.0,0.0,Low
CUST00180,26,0.038461538461538464,0.0,,0.038461538461538464,5.0,0,0,0.0,0.0,Low
