customer_id,counterparty_id,n_txn,total_value,n_alerts,n_claims
CUST00003,CPTY00012,1,10361.9,0.0,0.0
CUST00003,CPTY00022,1,15540.14,0.0,0.0
CUST00003,CPTY00042,1,2641.31,0.0,0.0
CUST00003,CPTY00044,1,1313.01,0.0,0.0
CUST00003,CPTY00052,2,61000.92,0.0,0.0
CUST00003,CPTY00053,1,1035.34,0.0,0.0
CUST00003,CPTY00060,1,16243.93,1.0,0.0
CUST00003,CPTY00078,1,495129.32,0.0,0.0
CUST00003,CPTY00082,2,51087.61,1.0,1.0
CUST00003,CPTY00105,3,57443.85,1.0,0.0
CUST00003,CPTY00126,1,837.16,0.0,0.0
CUST00003,CPTY00129,1,42095150.03,1.0,0.0
CUST00003,CPTY00133,1,727.46,0.0,0.0
CUST00003,CPTY00137,1,47674.02,0.0,0.0
CUST00003,CPTY00139,1,12229.89,0.0,0.0
CUST00003,CPTY00140,1,1219.9,0.0,0.0
CUST00003,CPTY00153,1,13730.65,1.0,0.0
CUST00003,CPTY00159,1,41466.67,0.0,0.0
CUST00003,CPTY00160,1,827198.57,1.0,0.0
CUST00003,CPTY00165,1,33834.15,0.0,0.0
CUST00003,CPTY00171,1,17238.14,0.0,0.0
CUST00003,CPTY00174,2,282469.9,0.0,0.0
CUST00003,CPTY00180,1,41236.57,1.0,0.0
CUST00003,CPTY00188,1,71616.16,0.0,0.0
CUST00003,CPTY00205,1,8393.78,0.0,0.0
CUST00003,CPTY00208,1,1480287.0,0.0,0.0
CUST00003,CPTY00212,1,820301.11,0.0,0.0
CUST00003,CPTY00232,1,2494313.23,1.0,0.0
CUST00003,CPTY00237,1,297311.3,1.0,0.0
CUST00003,CPTY00240,2,173447.52,1.0,0.0
CUST00003,CPTY00241,1,13917.48,0.0,1.0
CUST00003,CPTY00242,1,55493.54,0.0,0.0
CUST00003,CPTY00243,1,187964.11,0.0,0.0
CUST00003,CPTY00253,1,9857.54,0.0,0.0
CUST00003,CPTY00255,1,10948.46,0.0,0.0
CUST00004,CPTY00001,1,6055.79,0.0,0.0
CUST00004,CPTY00003,1,2417.23,0.0,0.0
CUST00004,CPTY00007,1,431.71,0.0,0.0
CUST00004,CPTY00009,1,255.47,0.0,0.0
CUST00004,CPTY00014,1,1664.09,0.0,0.0
CUST00004,CPTY00019,1,97981.91,0.0,0.0
CUST00004,CPTY00025,1,594385.42,0.0,0.0
CUST00004,CPTY00033,1,1872.96,1.0,0.0
CUST00004,CPTY00035,1,3461.68,0.0,0.0
CUST00004,CPTY00039,1,604485.13,0.0,0.0
CUST00004,CPTY00054,1,7952.77,1.0,0.0
CUST00004,CPTY00055,1,7742.67,0.0,0.0
CUST00004,CPTY00056,1,3301.17,0.0,0.0
CUST00004,CPTY00068,2,114714.78,0.0,0.0
CUST00004,CPTY00073,1,2072799.19,0.0,0.0
CUST00004,CPTY00088,1,7215.39,0.0,0.0
CUST00004,CPTY00089,1,20745.82,1.0,0.0
CUST00004,CPTY00104,2,368399.0,0.0,0.0
CUST00004,CPTY00122,1,2530.27,0.0,0.0
CUST00004,CPTY00135,1,43587.0,0.0,0.0
CUST00004,CPTY00136,1,55363.4,1.0,1.0
CUST00004,CPTY00138,1,2273.12,0.0,0.0
CUST00004,CPTY00146,1,805476.99,0.0,0.0
CUST00004,CPTY00157,2,4442.14,0.0,0.0
CUST00004,CPTY00163,1,94677.3,0.0,0.0
CUST00004,CPTY00166,1,4733.43,0.0,0.0
CUST00004,CPTY00192,1,28299.16,0.0,0.0
CUST00004,CPTY00206,1,7730.35,0.0,0.0
CUST00004,CPTY00214,1,91099.71,0.0,0.0
CUST00004,CPTY00221,1,211872.93,0.0,0.0
CUST00004,CPTY00229,1,35484.5,0.0,0.0
CUST00004,CPTY00248,1,1070523.4,0.0,0.0
CUST00004,CPTY00249,2,59747.670000000006,1.0,0.0
CUST00004,CPTY00257,1,5043.97,0.0,0.0
CUST00004,CPTY00260,1,10777.78,0.0,0.0
CUST00005,CPTY00002,1,1400.83,1.0,0.0
CUST00005,CPTY00010,1,1402390.61,0.0,0.0
CUST00005,CPTY00022,2,268171.41000000003,0.0,0.0
CUST00005,CPTY00025,1,3049.21,0.0,0.0
CUST00005,CPTY00027,1,315835.36,0.0,0.0
CUST00005,CPTY00029,2,157916.48,0.0,0.0
CUST00005,CPTY00031,1,152517.47,1.0,0.0
CUST00005,CPTY00036,1,1590.62,0.0,0.0
CUST00005,CPTY00038,1,1024.95,0.0,0.0
CUST00005,CPTY00041,1,13825277.08,0.0,0.0
CUST00005,CPTY00045,1,36167457.43,0.0,0.0
CUST00005,CPTY00054,1,17679.42,0.0,0.0
CUST00005,CPTY00061,1,17711939.18,0.0,0.0
CUST00005,CPTY00064,1,4077.63,0.0,0.0
CUST00005,CPTY00070,1,489.05,0.0,0.0
CUST00005,CPTY00071,1,439952.14,0.0,0.0
CUST00005,CPTY00076,1,2702.79,0.0,1.0
CUST00005,CPTY00078,1,27029.54,0.0,0.0
CUST00005,CPTY00084,1,227081.13,1.0,0.0
CUST00005,CPTY00087,1,7035.99,0.0,0.0
CUST00005,CPTY00090,1,6813.71,0.0,0.0
CUST00005,CPTY00091,1,4268.22,0.0,0.0
CUST00005,CPTY00104,2,114742.18000000001,1.0,0.0
CUST00005,CPTY00111,1,1812.19,0.0,0.0
CUST00005,CPTY00123,1,4333.55,1.0,0.0
CUST00005,CPTY00131,1,51281065.13,0.0,0.0
CUST00005,CPTY00133,1,12021.66,1.0,0.0
CUST00005,CPTY00139,1,814290.0,0.0,0.0
CUST00005,CPTY00145,1,4919356.85,1.0,0.0
CUST00005,CPTY00159,1,12338.04,0.0,0.0
CUST00005,CPTY00182,1,15763950.54,0.0,0.0
CUST00005,CPTY00189,1,1196520.41,0.0,0.0
CUST00005,CPTY00192,1,3910.72,0.0,0.0
CUST00005,CPTY00195,1,1348492.52,0.0,0.0
CUST00005,CPTY00201,1,361163.0,0.0,0.0
CUST00005,CPTY00204,1,133402.47,0.0,0.0
CUST00005,CPTY00205,2,1470007.53,1.0,1.0
CUST00005,CPTY00207,1,31084.52,0.0,0.0
CUST00005,CPTY00216,1,19886.55,0.0,0.0
CUST00005,CPTY00227,2,1303179.4900000002,1.0,0.0
CUST00005,CPTY00231,1,3377427.73,0.0,0.0
CUST00005,CPTY00247,1,14100.66,0.0,0.0
CUST00005,CPTY00252,1,689373.79,1.0,0.0
CUST00005,CPTY00254,1,291099.24,0.0,0.0
CUST00006,CPTY00006,1,1608631.75,0.0,0.0
CUST00006,CPTY00010,1,18712.3,0.0,0.0
CUST00006,CPTY00020,1,10609.95,0.0,0.0
CUST00006,CPTY00033,1,6123.54,0.0,0.0
CUST00006,CPTY00036,1,75612.17,1.0,0.0
CUST00006,CPTY00052,1,7065.47,1.0,0.0
CUST00006,CPTY00053,1,92387.42,0.0,0.0
CUST00006,CPTY00057,1,2909803.21,1.0,0.0
CUST00006,CPTY00076,1,959.77,0.0,0.0
CUST00006,CPTY00100,1,1814990.68,0.0,0.0
CUST00006,CPTY00102,1,44955.54,0.0,0.0
CUST00006,CPTY00110,1,9794.97,0.0,0.0
CUST00006,CPTY00113,1,278.97,0.0,0.0
CUST00006,CPTY00119,1,4583.69,0.0,0.0
CUST00006,CPTY00127,2,65454.98,0.0,0.0
CUST00006,CPTY00134,1,29792.6,0.0,0.0
CUST00006,CPTY00136,1,671279.57,0.0,0.0
CUST00006,CPTY00139,1,1505668.46,0.0,0.0
CUST00006,CPTY00146,1,16426.71,1.0,0.0
CUST00006,CPTY00149,1,3536.95,0.0,0.0
CUST00006,CPTY00155,1,78890.32,0.0,0.0
CUST00006,CPTY00158,1,137444.39,0.0,0.0
CUST00006,CPTY00162,1,182863.09,1.0,0.0
CUST00006,CPTY00182,1,54221.76,0.0,0.0
CUST00006,CPTY00189,1,93070.48,0.0,0.0
CUST00006,CPTY00197,1,28710.69,0.0,0.0
CUST00006,CPTY00223,2,202431.14,0.0,0.0
CUST00006,CPTY00224,1,6831.3,0.0,0.0
CUST00006,CPTY00228,1,26802.67,0.0,0.0
CUST00006,CPTY00237,1,9423.66,0.0,0.0
CUST00006,CPTY00238,1,160990.67,0.0,0.0
CUST00006,CPTY00244,2,26451.16,1.0,1.0
CUST00006,CPTY00258,1,119684.92,0.0,0.0
CUST00007,CPTY00004,1,38139.66,0.0,0.0
CUST00007,CPTY00005,1,756207.31,0.0,0.0
CUST00007,CPTY00009,1,6887.67,0.0,0.0
CUST00007,CPTY00013,1,47255.43,0.0,0.0
CUST00007,CPTY00014,1,1078825.46,0.0,1.0
CUST00007,CPTY00018,1,109914.79,0.0,0.0
CUST00007,CPTY00021,1,308.75,0.0,0.0
CUST00007,CPTY00027,1,124268.55,0.0,0.0
CUST00007,CPTY00038,1,28578.19,0.0,0.0
CUST00007,CPTY00042,1,738.33,0.0,0.0
CUST00007,CPTY00043,1,11408.82,0.0,0.0
CUST00007,CPTY00044,1,65658.47,0.0,0.0
CUST00007,CPTY00046,1,2358.91,0.0,0.0
CUST00007,CPTY00052,1,11191.08,0.0,0.0
CUST00007,CPTY00053,1,10620.67,1.0,0.0
CUST00007,CPTY00058,1,2700.05,0.0,0.0
CUST00007,CPTY00060,1,1067526.59,0.0,1.0
CUST00007,CPTY00063,2,1008441.26,1.0,0.0
CUST00007,CPTY00069,2,686625.04,0.0,0.0
CUST00007,CPTY00079,1,12155.55,0.0,0.0
CUST00007,CPTY00086,2,6409.13,1.0,0.0
CUST00007,CPTY00092,1,2761043.73,0.0,0.0
CUST00007,CPTY00099,2,1293408.8699999999,0.0,0.0
CUST00007,CPTY00106,1,1383026.69,1.0,0.0
CUST00007,CPTY00117,1,4537.3,0.0,1.0
CUST00007,CPTY00119,1,1158.29,0.0,0.0
CUST00007,CPTY00121,1,19286.2,0.0,0.0
CUST00007,CPTY00136,1,4536.65,0.0,0.0
CUST00007,CPTY00137,1,51801.55,0.0,0.0
CUST00007,CPTY00138,1,9417.96,0.0,0.0
CUST00007,CPTY00150,1,16385.85,0.0,0.0
CUST00007,CPTY00158,1,12493.97,0.0,0.0
CUST00007,CPTY00173,2,646596.97,0.0,1.0
CUST00007,CPTY00176,1,94901.95,0.0,0.0
CUST00007,CPTY00177,1,8423.55,0.0,0.0
CUST00007,CPTY00195,1,157741.39,0.0,0.0
CUST00007,CPTY00207,1,186414.36,0.0,0.0
CUST00007,CPTY00219,1,12298.44,0.0,0.0
CUST00007,CPTY00225,1,14896612.0,0.0,0.0
CUST00007,CPTY00230,1,5651.8,0.0,0.0
CUST00007,CPTY00232,1,16038.02,0.0,0.0
CUST00007,CPTY00233,1,139908.94,0.0,0.0
CUST00007,CPTY00240,1,46437.98,0.0,0.0
CUST00008,CPTY00021,1,559089.02,0.0,0.0
CUST00008,CPTY00038,1,3306.19,1.0,0.0
CUST00008,CPTY00039,1,15803.52,0.0,0.0
CUST00008,CPTY00044,1,765406.09,0.0,0.0
CUST00008,CPTY00054,1,7827.91,0.0,0.0
CUST00008,CPTY00062,1,3332.11,0.0,0.0
CUST00008,CPTY00100,1,6303.66,0.0,0.0
CUST00008,CPTY00105,1,611.07,0.0,0.0
CUST00008,CPTY00106,1,40692.35,0.0,0.0
CUST00008,CPTY00114,1,10442.4,1.0,0.0
CUST00008,CPTY00116,1,2564660.0,0.0,0.0
CUST00008,CPTY00128,2,145762.12,0.0,0.0
CUST00008,CPTY00131,1,15867.41,0.0,0.0
CUST00008,CPTY00135,1,3426.78,0.0,0.0
CUST00008,CPTY00145,1,6636.58,0.0,0.0
CUST00008,CPTY00151,1,94298.52,0.0,0.0
CUST00008,CPTY00163,1,23941.53,0.0,0.0
CUST00008,CPTY00179,1,43841.26,1.0,0.0
CUST00008,CPTY00185,1,14682397.87,0.0,0.0
CUST00008,CPTY00199,1,146438.39,0.0,0.0
CUST00008,CPTY00204,1,13079.13,1.0,0.0
CUST00008,CPTY00205,1,2048613.31,0.0,0.0
CUST00008,CPTY00209,1,26479.62,1.0,0.0
CUST00008,CPTY00211,1,808418.28,0.0,0.0
CUST00008,CPTY00227,1,411244.31,0.0,0.0
CUST00008,CPTY00230,1,19994.41,1.0,0.0
CUST00008,CPTY00236,2,9559.96,0.0,0.0
CUST00008,CPTY00244,1,2455374.68,0.0,0.0
CUST00008,CPTY00256,1,10594.22,0.0,0.0
CUST00009,CPTY00009,2,122567.14,0.0,0.0
CUST00009,CPTY00012,2,64976.509999999995,0.0,1.0
CUST00009,CPTY00018,1,15213.55,0.0,0.0
CUST00009,CPTY00030,1,71993.08,0.0,0.0
CUST00009,CPTY00036,1,1368558.45,1.0,0.0
CUST00009,CPTY00048,1,7218.89,0.0,0.0
CUST00009,CPTY00049,1,7257.99,0.0,0.0
CUST00009,CPTY00071,1,4318.53,0.0,0.0
CUST00009,CPTY00072,1,12450.45,0.0,0.0
CUST00009,CPTY00074,1,13711.8,0.0,0.0
CUST00009,CPTY00077,2,3300298.2,1.0,0.0
CUST00009,CPTY00079,1,204932.71,1.0,0.0
CUST00009,CPTY00080,1,11900.68,0.0,0.0
CUST00009,CPTY00101,1,1098.96,0.0,0.0
CUST00009,CPTY00110,1,371589.03,0.0,0.0
CUST00009,CPTY00114,1,41189.8,0.0,0.0
CUST00009,CPTY00116,1,13542.62,0.0,0.0
CUST00009,CPTY00121,1,291215.19,0.0,0.0
CUST00009,CPTY00134,1,4419.89,0.0,0.0
CUST00009,CPTY00142,1,10472.73,0.0,0.0
CUST00009,CPTY00166,1,164827.44,0.0,0.0
CUST00009,CPTY00167,1,1109706.81,0.0,0.0
CUST00009,CPTY00171,1,9099.59,0.0,0.0
CUST00009,CPTY00173,1,132895.8,0.0,0.0
CUST00009,CPTY00182,2,53832608.489999995,0.0,0.0
CUST00009,CPTY00187,1,5854.61,0.0,0.0
CUST00009,CPTY00191,1,12517.85,0.0,0.0
CUST00009,CPTY00200,2,3357.2,0.0,0.0
CUST00009,CPTY00203,1,322.63,0.0,0.0
CUST00009,CPTY00210,1,871414.5,0.0,0.0
CUST00009,CPTY00223,1,11691.59,0.0,0.0
CUST00009,CPTY00230,1,77756.06,0.0,0.0
CUST00009,CPTY00254,1,385953.2,0.0,0.0
CUST00009,CPTY00255,1,1214375.96,0.0,0.0
CUST00010,CPTY00006,1,40930.55,1.0,0.0
CUST00010,CPTY00009,1,12540.15,0.0,0.0
CUST00010,CPTY00015,1,167458.19,1.0,0.0
CUST00010,CPTY00034,1,46471.74,1.0,0.0
CUST00010,CPTY00037,1,107471.65,0.0,0.0
CUST00010,CPTY00049,1,37420.86,0.0,0.0
CUST00010,CPTY00059,1,613798.31,0.0,0.0
CUST00010,CPTY00061,1,83647.59,0.0,0.0
CUST00010,CPTY00064,1,1280.62,0.0,0.0
CUST00010,CPTY00086,1,4830.74,0.0,0.0
CUST00010,CPTY00103,1,40356274.42,0.0,0.0
CUST00010,CPTY00111,1,14117.41,1.0,0.0
CUST00010,CPTY00117,1,282488.23,0.0,0.0
CUST00010,CPTY00119,1,185309.04,0.0,0.0
CUST00010,CPTY00129,1,46377.26,0.0,0.0
CUST00010,CPTY00138,1,50482.48,0.0,0.0
CUST00010,CPTY00148,1,12274358.09,1.0,0.0
CUST00010,CPTY00161,1,3036820.43,0.0,0.0
CUST00010,CPTY00178,1,9179.47,0.0,0.0
CUST00010,CPTY00187,1,97257.81,0.0,0.0
CUST00010,CPTY00206,1,8973.28,0.0,0.0
CUST00010,CPTY00212,1,8908.58,0.0,0.0
CUST00010,CPTY00221,1,617.08,1.0,0.0
CUST00010,CPTY00228,1,78055.72,0.0,0.0
CUST00010,CPTY00234,2,1109469.8,0.0,0.0
CUST00010,CPTY00238,1,5861.86,0.0,0.0
CUST00010,CPTY00248,1,6378.45,0.0,0.0
CUST00010,CPTY00252,1,13794.37,1.0,0.0
CUST00010,CPTY00255,1,6253.54,0.0,0.0
CUST00011,CPTY00002,1,6649.07,0.0,0.0
CUST00011,CPTY00010,1,1322881.48,0.0,0.0
CUST00011,CPTY00017,1,78606.3,0.0,0.0
CUST00011,CPTY00038,1,4863.43,0.0,0.0
CUST00011,CPTY00043,1,23920.29,0.0,0.0
CUST00011,CPTY00045,1,7290.6,0.0,0.0
CUST00011,CPTY00049,1,2075017.33,0.0,0.0
CUST00011,CPTY00059,1,14811.18,0.0,0.0
CUST00011,CPTY00084,1,98335.87,1.0,0.0
CUST00011,CPTY00088,1,255727.36,0.0,0.0
CUST00011,CPTY00099,1,69681.29,0.0,0.0
CUST00011,CPTY00106,1,126.16,0.0,0.0
CUST00011,CPTY00150,1,188358.51,0.0,0.0
CUST00011,CPTY00181,1,80764.71,0.0,0.0
CUST00011,CPTY00187,1,76071.26,0.0,0.0
CUST00011,CPTY00197,1,189529.51,0.0,0.0
CUST00011,CPTY00205,1,707549.69,0.0,0.0
CUST00011,CPTY00206,1,1480.68,1.0,1.0
CUST00011,CPTY00207,1,10669.2,1.0,0.0
CUST00011,CPTY00213,1,262720.83,0.0,0.0
CUST00011,CPTY00227,1,89259.33,0.0,0.0
CUST00011,CPTY00229,1,414466.6,0.0,0.0
CUST00011,CPTY00233,2,1098.0,1.0,0.0
CUST00011,CPTY00236,1,3621045.98,0.0,0.0
CUST00011,CPTY00252,1,23453.69,0.0,0.0
CUST00012,CPTY00003,2,740021.55,1.0,0.0
CUST00012,CPTY00019,1,605.86,0.0,0.0
CUST00012,CPTY00024,1,6990760.7,0.0,0.0
CUST00012,CPTY00033,1,1592.52,0.0,0.0
CUST00012,CPTY00047,1,49626.63,0.0,0.0
CUST00012,CPTY00053,1,877779.97,0.0,0.0
CUST00012,CPTY00060,1,1357.89,0.0,0.0
CUST00012,CPTY00062,2,1873819.45,0.0,0.0
CUST00012,CPTY00066,1,111415.72,1.0,0.0
CUST00012,CPTY00115,1,13747.11,0.0,0.0
CUST00012,CPTY00130,1,603.62,1.0,0.0
CUST00012,CPTY00131,1,8385.12,0.0,0.0
CUST00012,CPTY00134,1,147640.03,0.0,0.0
CUST00012,CPTY00147,1,1642188.96,1.0,0.0
CUST00012,CPTY00148,1,5678.75,0.0,0.0
CUST00012,CPTY00183,1,1129.49,0.0,0.0
CUST00012,CPTY00190,1,12401.35,0.0,0.0
CUST00012,CPTY00193,1,11506.97,1.0,0.0
CUST00012,CPTY00200,1,71661.84,0.0,0.0
CUST00012,CPTY00210,1,551772.55,0.0,0.0
CUST00012,CPTY00213,1,147673.3,0.0,0.0
CUST00012,CPTY00222,1,4019.0,0.0,0.0
CUST00012,CPTY00227,2,3368210.16,0.0,0.0
CUST00012,CPTY00243,1,1996.37,0.0,0.0
CUST00012,CPTY00250,1,432.64,0.0,0.0
CUST00012,CPTY00257,1,15034.56,0.0,0.0
CUST00013,CPTY00011,1,625.43,0.0,0.0
CUST00013,CPTY00012,1,497788.99,0.0,0.0
CUST00013,CPTY00013,1,99449.22,0.0,0.0
CUST00013,CPTY00015,1,1342.6,0.0,0.0
CUST00013,CPTY00039,1,16643.69,0.0,0.0
CUST00013,CPTY00063,1,299.2,0.0,0.0
CUST00013,CPTY00064,1,26246.39,1.0,0.0
CUST00013,CPTY00096,1,47760.63,0.0,0.0
CUST00013,CPTY00112,1,289873.16,0.0,0.0
CUST00013,CPTY00115,1,15306.27,0.0,0.0
CUST00013,CPTY00128,1,392724.34,0.0,0.0
CUST00013,CPTY00140,1,3335.57,0.0,0.0
CUST00013,CPTY00147,1,861546.49,0.0,0.0
CUST00013,CPTY00162,1,15985.9,0.0,0.0
CUST00013,CPTY00164,1,160484.27,0.0,0.0
CUST00013,CPTY00178,1,48860.88,0.0,0.0
CUST00013,CPTY00187,1,395819.92,0.0,0.0
CUST00013,CPTY00189,1,317481.47,0.0,0.0
CUST00013,CPTY00190,1,8831.49,0.0,0.0
CUST00013,CPTY00192,1,24986.41,0.0,0.0
CUST00013,CPTY00197,1,613.78,0.0,0.0
CUST00013,CPTY00200,1,84667.89,0.0,1.0
CUST00013,CPTY00203,1,27100396.68,0.0,0.0
CUST00013,CPTY00214,1,172736.06,0.0,0.0
CUST00013,CPTY00238,2,61893.07000000001,1.0,0.0
CUST00013,CPTY00248,1,1059730.59,0.0,0.0
CUST00013,CPTY00254,1,1307667.89,0.0,0.0
CUST00013,CPTY00259,1,6252714.94,0.0,0.0
CUST00013,CPTY00260,1,672582.26,0.0,0.0
CUST00014,CPTY00014,1,4302.58,0.0,0.0
CUST00014,CPTY00038,1,427142.22,0.0,0.0
CUST00014,CPTY00048,1,6853.52,0.0,0.0
CUST00014,CPTY00051,1,1031.98,0.0,0.0
CUST00014,CPTY00076,1,19180.56,0.0,0.0
CUST00014,CPTY00099,1,333887.89,1.0,0.0
CUST00014,CPTY00109,1,5132.86,0.0,0.0
CUST00014,CPTY00111,1,1490.92,0.0,0.0
CUST00014,CPTY00117,1,88598.16,0.0,0.0
CUST00014,CPTY00126,1,2797.08,0.0,0.0
CUST00014,CPTY00128,1,1856.19,0.0,0.0
CUST00014,CPTY00133,1,7908.17,0.0,0.0
CUST00014,CPTY00151,1,52847.47,0.0,0.0
CUST00014,CPTY00172,1,7443.59,0.0,0.0
CUST00014,CPTY00188,1,47566.53,0.0,0.0
CUST00014,CPTY00189,1,1472.52,0.0,0.0
CUST00014,CPTY00193,1,9585.86,0.0,0.0
CUST00014,CPTY00196,1,25093.65,0.0,0.0
CUST00014,CPTY00198,1,10374.69,0.0,0.0
CUST00014,CPTY00201,1,28958.09,1.0,0.0
CUST00014,CPTY00221,1,374911.32,0.0,0.0
CUST00014,CPTY00234,1,567397.03,0.0,0.0
CUST00014,CPTY00246,1,834.08,0.0,0.0
CUST00014,CPTY00248,1,8408.11,1.0,0.0
CUST00015,CPTY00006,1,6796.54,1.0,0.0
CUST00015,CPTY00015,1,47591.12,0.0,0.0
CUST00015,CPTY00027,1,8715.51,0.0,0.0
CUST00015,CPTY00034,1,7966.98,1.0,0.0
CUST00015,CPTY00041,1,1791128.57,0.0,0.0
CUST00015,CPTY00047,2,448850.69,0.0,0.0
CUST00015,CPTY00058,1,11501345.09,1.0,0.0
CUST00015,CPTY00063,1,138246.51,0.0,0.0
CUST00015,CPTY00089,1,4794.56,0.0,0.0
CUST00015,CPTY00108,1,13578.06,0.0,0.0
CUST00015,CPTY00111,1,1202304.43,0.0,0.0
CUST00015,CPTY00114,2,198355.82,0.0,0.0
CUST00015,CPTY00117,1,838104.13,0.0,0.0
CUST00015,CPTY00127,1,13731.54,1.0,0.0
CUST00015,CPTY00133,1,76937.52,0.0,0.0
CUST00015,CPTY00135,1,11532.1,0.0,0.0
CUST00015,CPTY00143,1,54258.86,0.0,0.0
CUST00015,CPTY00144,1,22852.44,1.0,0.0
CUST00015,CPTY00148,1,781680.2,0.0,0.0
CUST00015,CPTY00149,1,915.91,0.0,0.0
CUST00015,CPTY00153,1,2102527.05,0.0,0.0
CUST00015,CPTY00158,1,505182.38,1.0,0.0
CUST00015,CPTY00161,1,51191.58,0.0,0.0
CUST00015,CPTY00164,1,7960.86,0.0,0.0
CUST00015,CPTY00166,1,13503.95,0.0,0.0
CUST00015,CPTY00167,1,83856.5,0.0,0.0
CUST00015,CPTY00170,1,42688649.88,0.0,0.0
CUST00015,CPTY00176,1,3213.51,0.0,1.0
CUST00015,CPTY00188,1,356080.87,1.0,0.0
CUST00015,CPTY00199,1,3063.27,0.0,0.0
CUST00015,CPTY00205,1,6638.4,0.0,0.0
CUST00015,CPTY00224,1,5726.59,0.0,0.0
CUST00015,CPTY00233,1,20366454.7,0.0,0.0
CUST00015,CPTY00244,1,6546233.53,0.0,0.0
CUST00015,CPTY00250,1,3490.19,0.0,0.0
CUST00016,CPTY00013,1,2469.21,0.0,0.0
CUST00016,CPTY00014,1,220253.1,1.0,0.0
CUST00016,CPTY00016,1,100702.2,0.0,0.0
CUST00016,CPTY00017,1,37020.37,0.0,0.0
CUST00016,CPTY00043,2,14278.43,0.0,0.0
CUST00016,CPTY00050,2,283885.95,0.0,0.0
CUST00016,CPTY00054,1,416643.85,0.0,0.0
