customer_id,n_txn_early,n_txn_late,median_value_early,median_value_late,alert_rate_early,alert_rate_late,claim_rate_early,claim_rate_late,value_change_pct,alert_rate_change_pp,claim_rate_change_pp
CUST00026,25.0,16.0,29304.32,60575.75,0.32,0.1875,0.08,0.0,106.7,-13.2,-8.0
CUST00027,17.0,13.0,49043.84,29093.08,0.11764705882352941,0.07692307692307693,0.0,0.0,-40.7,-4.1,0.0
CUST00028,15.0,15.0,17956.13,43524.19,0.06666666666666667,0.13333333333333333,0.0,0.0,142.4,6.7,0.0
CUST00029,18.0,19.0,22598.525,7671.21,0.1111111111111111,0.05263157894736842,0.0,0.05263157894736842,-66.1,-5.8,5.3
CUST00030,9.0,17.0,30050.29,30603.78,0.2222222222222222,0.11764705882352941,0.0,0.0,1.8,-10.5,0.0
CUST00031,22.0,11.0,86404.755,39615.98,0.22727272727272727,0.09090909090909091,0.0,0.0,-54.2,-13.6,0.0
CUST00032,15.0,13.0,27185.21,77876.39,0.13333333333333333,0.07692307692307693,0.0,0.0,186.5,-5.6,0.0
CUST00033,13.0,15.0,12817.91,29062.45,0.15384615384615385,0.13333333333333333,0.07692307692307693,0.0,126.7,-2.1,-7.7
CUST00034,13.0,15.0,10555.94,17478.79,0.0,0.06666666666666667,0.0,0.0,65.6,6.7,0.0
CUST00035,16.0,13.0,46749.285,9536.45,0.0625,0.15384615384615385,0.0,0.0,-79.6,9.1,0.0
CUST00036,25.0,13.0,14017.46,53285.64,0.2,0.0,0.08,0.0,280.1,-20.0,-8.0
CUST00037,13.0,18.0,186020.69,72740.515,0.15384615384615385,0.16666666666666666,0.0,0.1111111111111111,-60.9,1.3,11.1
CUST00038,17.0,20.0,10283.03,52009.384999999995,0.11764705882352941,0.05,0.0,0.0,405.8,-6.8,0.0
CUST00039,19.0,18.0,64982.4,68557.29,0.21052631578947367,0.2222222222222222,0.0,0.0,5.5,1.2,0.0
CUST00040,17.0,21.0,17101.2,88060.77,0.17647058823529413,0.047619047619047616,0.058823529411764705,0.0,414.9,-12.9,-5.9
CUST00041,21.0,13.0,24112.45,49978.06,0.047619047619047616,0.07692307692307693,0.047619047619047616,0.07692307692307693,107.3,2.9,2.9
CUST00042,11.0,21.0,9220.7,25844.07,0.2727272727272727,0.19047619047619047,0.18181818181818182,0.047619047619047616,180.3,-8.2,-13.4
CUST00043,9.0,14.0,39027.7,116287.64,0.1111111111111111,0.21428571428571427,0.0,0.0,198.0,10.3,0.0
CUST00044,17.0,14.0,20870.43,43026.91,0.17647058823529413,0.0,0.0,0.0,106.2,-17.6,0.0
CUST00045,13.0,16.0,8719.98,105100.98000000001,0.15384615384615385,0.1875,0.0,0.0,1105.3,3.4,0.0
CUST00046,15.0,24.0,8372.91,34918.085,0.2,0.16666666666666666,0.0,0.0,317.0,-3.3,0.0
CUST00047,24.0,15.0,56043.145000000004,69933.71,0.16666666666666666,0.2,0.041666666666666664,0.06666666666666667,24.8,3.3,2.5
CUST00048,20.0,17.0,138254.965,14695.44,0.1,0.11764705882352941,0.05,0.0,-89.4,1.8,-5.0
CUST00049,13.0,31.0,19484.28,26935.05,0.15384615384615385,0.22580645161290322,0.0,0.03225806451612903,38.2,7.2,3.2
CUST00050,14.0,15.0,90435.24,33236.69,0.07142857142857142,0.13333333333333333,0.0,0.0,-63.2,6.2,0.0
CUST00051,12.0,16.0,105188.005,68417.48999999999,0.16666666666666666,0.125,0.08333333333333333,0.0,-35.0,-4.2,-8.3
CUST00052,16.0,12.0,8317.14,8562.255000000001,0.25,0.0,0.0625,0.0,2.9,-25.0,-6.2
CUST00053,16.0,22.0,13840.035,25384.68,0.125,0.13636363636363635,0.0,0.045454545454545456,83.4,1.1,4.5
CUST00054,19.0,20.0,44430.46,64813.765,0.10526315789473684,0.2,0.05263157894736842,0.05,45.9,9.5,-0.3
CUST00055,12.0,20.0,81787.19,48956.94,0.25,0.05,0.0,0.1,-40.1,-20.0,10.0
CUST00056,15.0,14.0,93107.5,9048.265,0.0,0.0,0.2,0.0,-90.3,0.0,-20.0
CUST00057,13.0,16.0,40318.73,17659.53,0.0,0.125,0.07692307692307693,0.0,-56.2,12.5,-7.7
CUST00058,18.0,22.0,36170.885,7695.24,0.16666666666666666,0.09090909090909091,0.0,0.13636363636363635,-78.7,-7.6,13.6
CUST00059,15.0,11.0,67999.45,54149.97,0.06666666666666667,0.0,0.0,0.0,-20.4,-6.7,0.0
CUST00060,17.0,14.0,67890.15,27904.625,0.11764705882352941,0.21428571428571427,0.058823529411764705,0.07142857142857142,-58.9,9.7,1.3
CUST00061,15.0,17.0,15600.51,56896.49,0.13333333333333333,0.11764705882352941,0.2,0.0,264.7,-1.6,-20.0
CUST00062,14.0,29.0,26790.205,60992.25,0.07142857142857142,0.1724137931034483,0.0,0.034482758620689655,127.7,10.1,3.4
CUST00063,18.0,11.0,33031.32,58389.94,0.16666666666666666,0.36363636363636365,0.0,0.09090909090909091,76.8,19.7,9.1
CUST00064,15.0,20.0,26055.57,40617.845,0.13333333333333333,0.3,0.0,0.0,55.9,16.7,0.0
CUST00065,24.0,20.0,140000.08000000002,22227.41,0.20833333333333334,0.05,0.0,0.05,-84.1,-15.8,5.0
CUST00066,16.0,19.0,52771.19,12723.11,0.25,0.05263157894736842,0.0,0.0,-75.9,-19.7,0.0
CUST00067,19.0,17.0,52916.83,13000.37,0.21052631578947367,0.0,0.0,0.058823529411764705,-75.4,-21.1,5.9
CUST00068,13.0,19.0,8299.77,41081.47,0.0,0.05263157894736842,0.15384615384615385,0.0,395.0,5.3,-15.4
CUST00069,18.0,17.0,50282.06,64418.41,0.16666666666666666,0.17647058823529413,0.1111111111111111,0.0,28.1,1.0,-11.1
CUST00070,20.0,17.0,68839.31,22291.03,1.0,1.0,0.15,0.11764705882352941,-67.6,0.0,-3.2
CUST00071,26.0,22.0,59715.685,47622.14,0.2692307692307692,0.045454545454545456,0.038461538461538464,0.0,-20.3,-22.4,-3.8
CUST00072,19.0,17.0,149896.52,17473.45,0.21052631578947367,0.0,0.05263157894736842,0.058823529411764705,-88.3,-21.1,0.6
CUST00073,21.0,18.0,75031.73,49555.675,0.14285714285714285,0.2777777777777778,0.0,0.05555555555555555,-34.0,13.5,5.6
CUST00074,12.0,15.0,17604.88,23012.92,0.08333333333333333,0.2,0.16666666666666666,0.0,30.7,11.7,-16.7
CUST00075,22.0,14.0,9386.49,100511.92499999999,0.09090909090909091,0.07142857142857142,0.0,0.07142857142857142,970.8,-1.9,7.1
CUST00076,16.0,20.0,48691.494999999995,82240.535,0.1875,0.1,0.0,0.05,68.9,-8.8,5.0
CUST00077,19.0,20.0,320147.53,12300.64,0.21052631578947367,0.1,0.0,0.05,-96.2,-11.1,5.0
CUST00078,13.0,13.0,34828.49,125592.61,0.15384615384615385,0.07692307692307693,0.0,0.0,260.6,-7.7,0.0
CUST00079,19.0,18.0,78166.05,24097.02,0.15789473684210525,0.2222222222222222,0.0,0.05555555555555555,-69.2,6.4,5.6
CUST00080,16.0,13.0,7320.955,30369.18,0.125,0.23076923076923078,0.0625,0.15384615384615385,314.8,10.6,9.1
CUST00081,17.0,13.0,128743.1,21929.72,0.058823529411764705,0.07692307692307693,0.058823529411764705,0.0,-83.0,1.8,-5.9
CUST00082,15.0,16.0,95322.13,72829.57500000001,0.13333333333333333,0.1875,0.06666666666666667,0.0,-23.6,5.4,-6.7
CUST00083,15.0,14.0,36570.33,14934.105,0.06666666666666667,0.14285714285714285,0.06666666666666667,0.0,-59.2,7.6,-6.7
CUST00084,17.0,19.0,81050.87,69005.0,0.23529411764705882,0.05263157894736842,0.058823529411764705,0.0,-14.9,-18.3,-5.9
CUST00085,9.0,17.0,6983.29,50860.57,0.4444444444444444,0.23529411764705882,0.1111111111111111,0.0,628.3,-20.9,-11.1
CUST00086,16.0,18.0,47762.91499999999,33899.39,0.1875,0.16666666666666666,0.125,0.0,-29.0,-2.1,-12.5
CUST00087,11.0,17.0,36795.66,20105.29,0.18181818181818182,0.29411764705882354,0.0,0.11764705882352941,-45.4,11.2,11.8
CUST00088,9.0,14.0,42057.3,13215.425,0.2222222222222222,0.07142857142857142,0.0,0.07142857142857142,-68.6,-15.1,7.1
CUST00089,14.0,19.0,54594.19,19428.67,0.5,0.2631578947368421,0.0,0.0,-64.4,-23.7,0.0
CUST00090,9.0,17.0,8824.42,28489.36,0.0,0.0,0.0,0.0,222.8,0.0,0.0
CUST00091,15.0,16.0,21906.53,12786.855,0.0,0.125,0.0,0.0,-41.6,12.5,0.0
CUST00092,14.0,23.0,66472.91,31797.53,0.14285714285714285,0.30434782608695654,0.0,0.0,-52.2,16.1,0.0
CUST00093,12.0,13.0,161783.28,12620.11,0.0,0.07692307692307693,0.0,0.0,-92.2,7.7,0.0
CUST00094,11.0,24.0,7744.31,33783.93,0.18181818181818182,0.08333333333333333,0.0,0.0,336.2,-9.8,0.0
CUST00095,17.0,15.0,8980.02,56910.05,0.0,0.13333333333333333,0.0,0.06666666666666667,533.7,13.3,6.7
CUST00096,18.0,19.0,18448.905,19429.21,0.16666666666666666,0.15789473684210525,0.0,0.0,5.3,-0.9,0.0
CUST00097,12.0,16.0,25532.515,194717.8,0.08333333333333333,0.1875,0.0,0.0625,662.6,10.4,6.2
CUST00098,14.0,18.0,68528.34,61999.064999999995,0.21428571428571427,0.3333333333333333,0.0,0.05555555555555555,-9.5,11.9,5.6
CUST00099,17.0,17.0,10501.88,19124.48,0.11764705882352941,0.0,0.0,0.0,82.1,-11.8,0.0
CUST00100,16.0,14.0,79124.08499999999,7538.085,0.25,0.21428571428571427,0.0,0.0,-90.5,-3.6,0.0
CUST00101,11.0,18.0,10976.36,64195.174999999996,0.09090909090909091,0.2222222222222222,0.0,0.05555555555555555,484.8,13.1,5.6
CUST00102,17.0,15.0,54385.25,37281.1,0.23529411764705882,0.26666666666666666,0.11764705882352941,0.0,-31.4,3.1,-11.8
CUST00103,20.0,22.0,163687.38,24085.295,0.05,0.045454545454545456,0.0,0.045454545454545456,-85.3,-0.5,4.5
CUST00104,20.0,28.0,17205.864999999998,20979.79,0.1,0.10714285714285714,0.0,0.0,21.9,0.7,0.0
CUST00105,19.0,12.0,18884.13,2707.5,0.05263157894736842,0.16666666666666666,0.0,0.08333333333333333,-85.7,11.4,8.3
CUST00106,23.0,15.0,33005.48,41609.5,0.13043478260869565,0.13333333333333333,0.0,0.0,26.1,0.3,0.0
CUST00107,13.0,14.0,63119.51,45315.84,0.3076923076923077,0.14285714285714285,0.0,0.07142857142857142,-28.2,-16.5,7.1
CUST00108,22.0,19.0,42096.695,68266.71,0.18181818181818182,0.10526315789473684,0.0,0.0,62.2,-7.7,0.0
CUST00109,30.0,10.0,125126.64499999999,18651.66,0.23333333333333334,0.2,0.03333333333333333,0.0,-85.1,-3.3,-3.3
CUST00110,14.0,18.0,52122.61,27617.29,0.21428571428571427,0.1111111111111111,0.0,0.0,-47.0,-10.3,0.0
CUST00111,13.0,12.0,221966.48,7844.275,0.38461538461538464,0.08333333333333333,0.07692307692307693,0.0,-96.5,-30.1,-7.7
CUST00112,17.0,13.0,76788.98,36915.48,0.11764705882352941,0.07692307692307693,0.0,0.0,-51.9,-4.1,0.0
CUST00113,16.0,21.0,17774.895,66427.66,0.0625,0.09523809523809523,0.0,0.0,273.7,3.3,0.0
CUST00114,11.0,11.0,12664.18,43711.87,0.18181818181818182,0.0,0.0,0.0,245.2,-18.2,0.0
CUST00115,16.0,17.0,10343.765,8554.4,0.25,0.29411764705882354,0.0,0.11764705882352941,-17.3,4.4,11.8
CUST00116,11.0,15.0,33322.97,49455.8,0.18181818181818182,0.06666666666666667,0.0,0.06666666666666667,48.4,-11.5,6.7
CUST00117,20.0,13.0,4117.89,127900.9,0.1,0.07692307692307693,0.15,0.07692307692307693,3006.0,-2.3,-7.3
CUST00118,14.0,15.0,15240.485,87226.19,0.14285714285714285,0.3333333333333333,0.0,0.13333333333333333,472.3,19.0,13.3
CUST00119,15.0,24.0,21384.1,44294.47,0.13333333333333333,0.25,0.0,0.0,107.1,11.7,0.0
CUST00120,17.0,19.0,10491.87,287677.13,0.11764705882352941,0.2631578947368421,0.058823529411764705,0.05263157894736842,2641.9,14.6,-0.6
CUST00121,12.0,18.0,42556.28,21625.85,0.25,0.2222222222222222,0.0,0.0,-49.2,-2.8,0.0
CUST00122,23.0,9.0,24170.97,11631.93,0.17391304347826086,0.3333333333333333,0.0,0.0,-51.9,15.9,0.0
CUST00123,16.0,18.0,49001.785,34194.14,0.375,0.05555555555555555,0.0625,0.0,-30.2,-31.9,-6.2
CUST00124,16.0,15.0,45823.59,17386.51,0.1875,0.2,0.0,0.0,-62.1,1.3,0.0
CUST00125,17.0,19.0,18310.26,87311.31,0.17647058823529413,0.10526315789473684,0.0,0.05263157894736842,376.8,-7.1,5.3
CUST00126,15.0,23.0,16793.56,48970.45,0.0,0.13043478260869565,0.0,0.0,191.6,13.0,0.0
CUST00127,20.0,25.0,19659.14,27187.01,0.1,0.12,0.05,0.0,38.3,2.0,-5.0
CUST00128,17.0,15.0,63229.17,74994.85,0.23529411764705882,0.06666666666666667,0.058823529411764705,0.0,18.6,-16.9,-5.9
CUST00129,17.0,16.0,19462.33,29754.185,0.11764705882352941,0.0625,0.058823529411764705,0.0,52.9,-5.5,-5.9
CUST00130,16.0,12.0,88549.86,87453.495,0.125,0.08333333333333333,0.125,0.0,-1.2,-4.2,-12.5
CUST00131,21.0,22.0,18101.02,33560.645000000004,0.2857142857142857,0.18181818181818182,0.047619047619047616,0.0,85.4,-10.4,-4.8
CUST00132,16.0,16.0,57907.159999999996,53927.875,0.3125,0.1875,0.0,0.0,-6.9,-12.5,0.0
CUST00133,19.0,21.0,33059.37,52701.37,0.2631578947368421,0.14285714285714285,0.05263157894736842,0.0,59.4,-12.0,-5.3
CUST00134,17.0,22.0,5771.07,15661.384999999998,0.11764705882352941,0.09090909090909091,0.11764705882352941,0.0,171.4,-2.7,-11.8
CUST00135,20.0,18.0,43298.055,73939.825,1.0,1.0,0.1,0.1111111111111111,70.8,0.0,1.1
CUST00136,13.0,17.0,21362.47,45338.02,0.3076923076923077,0.11764705882352941,0.0,0.0,112.2,-19.0,0.0
CUST00137,17.0,14.0,7484.17,67585.13500000001,0.0,0.14285714285714285,0.0,0.0,803.0,14.3,0.0
CUST00138,14.0,15.0,64176.645000000004,87208.69,0.14285714285714285,0.13333333333333333,0.0,0.0,35.9,-1.0,0.0
CUST00139,14.0,18.0,50699.345,7569.76,0.21428571428571427,0.0,0.0,0.0,-85.1,-21.4,0.0
CUST00140,17.0,20.0,38683.47,39829.354999999996,0.11764705882352941,0.3,0.0,0.0,3.0,18.2,0.0
CUST00141,20.0,17.0,30262.46,38393.57,0.15,0.058823529411764705,0.0,0.058823529411764705,26.9,-9.1,5.9
CUST00142,18.0,22.0,21522.655,161401.84,0.0,0.0,0.0,0.09090909090909091,649.9,0.0,9.1
CUST00143,20.0,23.0,40674.135,10966.46,0.0,0.08695652173913043,0.0,0.0,-73.0,8.7,0.0
CUST00144,15.0,17.0,72254.07,176202.67,0.06666666666666667,0.11764705882352941,0.0,0.058823529411764705,143.9,5.1,5.9
CUST00145,12.0,16.0,47096.83,95640.905,0.08333333333333333,0.25,0.08333333333333333,0.125,103.1,16.7,4.2
CUST00146,19.0,13.0,57141.34,15564.86,0.3684210526315789,0.0,0.0,0.0,-72.8,-36.8,0.0
CUST00147,17.0,16.0,62537.9,27748.77,0.23529411764705882,0.0625,0.0,0.0,-55.6,-17.3,0.0
CUST00149,14.0,16.0,59113.45,113553.17,0.07142857142857142,0.125,0.0,0.0,92.1,5.4,0.0
CUST00150,9.0,16.0,9786.17,9544.2,0.1111111111111111,0.125,0.0,0.0,-2.5,1.4,0.0
CUST00151,14.0,19.0,55941.815,28777.36,0.21428571428571427,0.21052631578947367,0.0,0.0,-48.6,-0.4,0.0
CUST00152,11.0,21.0,6768.68,70329.78,0.0,0.23809523809523808,0.0,0.0,939.0,23.8,0.0
CUST00153,13.0,17.0,21087.5,83536.81,0.15384615384615385,0.17647058823529413,0.07692307692307693,0.0,296.1,2.3,-7.7
CUST00154,16.0,21.0,138627.31,35721.02,0.1875,0.23809523809523808,0.0,0.0,-74.2,5.1,0.0
CUST00155,19.0,8.0,86437.32,8134.574999999999,0.2631578947368421,0.0,0.10526315789473684,0.0,-90.6,-26.3,-10.5
CUST00156,14.0,18.0,31992.065,74411.06,0.07142857142857142,0.05555555555555555,0.0,0.1111111111111111,132.6,-1.6,11.1
CUST00157,15.0,12.0,46969.13,67855.31,0.2,0.0,0.0,0.08333333333333333,44.5,-20.0,8.3
CUST00159,20.0,11.0,15760.425,10636.9,0.15,0.0,0.0,0.0,-32.5,-15.0,0.0
CUST00160,15.0,20.0,8425.04,31509.945,0.2,0.1,0.06666666666666667,0.05,274.0,-10.0,-1.7
CUST00161,10.0,13.0,70592.7,82736.88,0.3,0.23076923076923078,0.0,0.07692307692307693,17.2,-6.9,7.7
CUST00162,19.0,20.0,36573.35,23337.535,0.15789473684210525,0.2,0.05263157894736842,0.0,-36.2,4.2,-5.3
CUST00163,10.0,19.0,18968.23,41495.63,0.0,0.15789473684210525,0.0,0.05263157894736842,118.8,15.8,5.3
CUST00164,19.0,22.0,59340.56,27110.305,0.21052631578947367,0.18181818181818182,0.0,0.0,-54.3,-2.9,0.0
CUST00165,16.0,13.0,91006.61,13276.63,0.3125,0.0,0.125,0.07692307692307693,-85.4,-31.2,-4.8
CUST00166,10.0,18.0,7293.035,22784.004999999997,0.1,0.05555555555555555,0.0,0.05555555555555555,212.4,-4.4,5.6
CUST00167,16.0,24.0,47787.045,16617.82,0.1875,0.25,0.125,0.08333333333333333,-65.2,6.2,-4.2
CUST00168,19.0,13.0,12765.13,66001.18,0.21052631578947367,0.15384615384615385,0.0,0.0,417.0,-5.7,0.0
CUST00169,21.0,10.0,21408.44,99036.98499999999,0.09523809523809523,0.3,0.0,0.0,362.6,20.5,0.0
CUST00170,14.0,21.0,46302.395000000004,27833.86,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.047619047619047616,-39.9,9.5,-9.5
CUST00171,16.0,22.0,62270.06,16549.67,0.125,0.13636363636363635,0.0,0.0,-73.4,1.1,0.0
CUST00172,12.0,22.0,11851.04,91344.48999999999,0.08333333333333333,0.18181818181818182,0.0,0.0,670.8,9.8,0.0
CUST00173,19.0,17.0,6544.13,64581.1,0.2631578947368421,0.11764705882352941,0.0,0.0,886.9,-14.6,0.0
CUST00174,8.0,19.0,8288.035,69860.53,0.0,0.2631578947368421,0.0,0.05263157894736842,742.9,26.3,5.3
CUST00175,25.0,14.0,107810.94,46874.479999999996,0.2,0.14285714285714285,0.0,0.07142857142857142,-56.5,-5.7,7.1
CUST00176,20.0,22.0,180428.875,81735.67000000001,0.25,0.13636363636363635,0.0,0.045454545454545456,-54.7,-11.4,4.5
CUST00177,21.0,15.0,18292.77,60470.74,0.09523809523809523,0.26666666666666666,0.047619047619047616,0.13333333333333333,230.6,17.1,8.6
CUST00178,23.0,14.0,50332.79,9930.385,0.08695652173913043,0.21428571428571427,0.0,0.0,-80.3,12.7,0.0
CUST00179,15.0,15.0,14359.16,96707.97,0.06666666666666667,0.06666666666666667,0.0,0.0,573.5,0.0,0.0
CUST00180,15.0,11.0,43350.56,34156.13,0.06666666666666667,0.0,0.0,0.0,-21.2,-6.7,0.0
